日期,上轨,中轴10,下轨
2006-05-22,3.211,2.791,2.371
2006-05-23,3.214,2.787,2.36
2006-05-24,3.214,2.787,2.36
2006-05-25,3.19,2.798,2.406
2006-05-26,3.193,2.793,2.393
2006-05-29,3.116,2.756,2.396
2006-05-30,3.111,2.751,2.391
2006-05-31,3.057,2.734,2.411
2006-06-01,3.072,2.738,2.404
2006-06-02,3.025,2.724,2.423
2006-06-05,3.025,2.724,2.423
2006-06-06,3.072,2.761,2.45
2006-06-07,3.059,2.771,2.483
2006-06-08,3.04,2.78,2.52
2006-06-09,3.082,2.762,2.442
2006-06-12,3.11,2.737,2.364
2006-06-13,3.113,2.712,2.311
2006-06-14,3.086,2.681,2.276
2006-06-15,3.002,2.632,2.262
2006-06-16,2.944,2.601,2.258
2006-06-19,2.851,2.567,2.283
2006-06-20,2.651,2.526,2.401
2006-06-21,2.613,2.508,2.403
2006-06-22,2.577,2.491,2.405
2006-06-23,2.575,2.494,2.413
2006-06-26,2.587,2.506,2.425
2006-06-27,2.588,2.507,2.426
2006-06-28,2.63,2.484,2.338
2006-06-29,2.628,2.481,2.334
2006-06-30,2.624,2.479,2.334
2006-07-03,2.654,2.487,2.32
2006-07-04,2.671,2.493,2.315
2006-07-05,2.679,2.501,2.323
2006-07-06,2.702,2.518,2.334
2006-07-07,2.704,2.523,2.342
2006-07-10,2.698,2.518,2.338
2006-07-11,2.697,2.516,2.335
2006-07-12,2.655,2.53,2.405
2006-07-13,2.705,2.513,2.321
2006-07-14,2.731,2.487,2.243
2006-07-19,2.712,2.448,2.184
2006-07-20,2.685,2.41,2.135
2006-07-21,2.679,2.367,2.055
2006-07-24,2.621,2.315,2.009
2006-07-25,2.565,2.278,1.991
2006-07-26,2.491,2.247,2.003
2006-07-27,2.408,2.211,2.014
2006-07-28,2.317,2.174,2.031
2006-07-31,2.34,2.135,1.93
2006-08-01,2.361,2.088,1.815
2006-08-02,2.381,2.031,1.681
2006-08-03,2.357,1.978,1.599
2006-08-04,2.355,1.927,1.499
2006-08-07,2.345,1.87,1.395
2006-08-08,2.276,1.814,1.352
2006-08-09,2.151,1.753,1.355
2006-08-10,2.022,1.705,1.388
2006-08-11,1.869,1.665,1.461
2006-08-14,1.777,1.633,1.489
2006-08-15,1.716,1.616,1.516
2006-08-16,1.754,1.625,1.496
2006-08-17,1.785,1.633,1.481
2006-08-18,1.796,1.642,1.488
2006-08-21,1.788,1.657,1.526
2006-08-22,1.787,1.664,1.541
2006-08-23,1.784,1.669,1.554
2006-08-24,1.784,1.669,1.554
2006-08-25,1.786,1.671,1.556
2006-08-28,1.803,1.692,1.581
2006-08-29,1.815,1.707,1.599
2006-08-30,1.815,1.707,1.599
2006-08-31,1.804,1.703,1.602
2006-09-01,1.807,1.706,1.605
2006-09-04,1.818,1.715,1.612
2006-09-05,1.818,1.722,1.626
2006-09-06,1.811,1.732,1.653
2006-09-07,1.799,1.736,1.673
2006-09-08,1.797,1.737,1.677
2006-09-11,1.785,1.729,1.673
2006-09-12,1.773,1.724,1.675
2006-09-13,1.77,1.723,1.676
2006-09-14,1.786,1.728,1.67
2006-09-15,1.857,1.745,1.633
2006-09-18,1.9,1.758,1.616
2006-09-19,1.935,1.774,1.613
2006-09-20,1.948,1.784,1.62
2006-09-21,1.951,1.8,1.649
2006-09-22,1.945,1.805,1.665
2006-09-25,1.936,1.814,1.692
2006-09-27,1.93,1.818,1.706
2006-09-28,1.928,1.82,1.712
2006-09-29,1.928,1.82,1.712
2006-10-09,1.921,1.818,1.715
2006-10-10,1.911,1.815,1.719
2006-10-11,1.894,1.81,1.726
2006-10-12,1.962,1.825,1.688
2006-10-13,1.992,1.836,1.68
2006-10-16,2.011,1.855,1.699
2006-10-17,2.016,1.865,1.714
2006-10-18,2.022,1.883,1.744
2006-10-19,2.031,1.904,1.777
2006-10-20,2.02,1.921,1.822
2006-10-23,2.027,1.917,1.807
2006-10-24,2.028,1.925,1.822
2006-10-25,2.021,1.935,1.849
2006-10-26,2.01,1.931,1.852
2006-10-27,2.029,1.915,1.801
2006-10-30,2.031,1.902,1.773
2006-10-31,2.033,1.895,1.757
2006-11-01,2.027,1.892,1.757
2006-11-02,2.003,1.881,1.759
2006-11-03,1.987,1.874,1.761
2006-11-06,2.018,1.89,1.762
2006-11-07,2.055,1.9,1.745
2006-11-08,2.057,1.901,1.745
2006-11-09,2.068,1.905,1.742
2006-11-10,2.059,1.915,1.771
2006-11-13,2.063,1.913,1.763
2006-11-14,2.062,1.914,1.766
2006-11-15,2.06,1.91,1.76
2006-11-16,2.064,1.905,1.746
2006-11-17,2.064,1.906,1.748
2006-11-20,2.046,1.898,1.75
2006-11-21,2.004,1.887,1.77
2006-11-22,2.008,1.888,1.768
2006-11-23,1.988,1.883,1.778
2006-11-24,2.04,1.898,1.756
2006-11-27,2.077,1.925,1.773
2006-11-28,2.088,1.943,1.798
2006-11-29,2.098,1.957,1.816
2006-11-30,2.152,1.992,1.832
2006-12-01,2.257,2.032,1.807
2006-12-04,2.374,2.08,1.786
2006-12-05,2.5,2.136,1.772
2006-12-06,2.53,2.172,1.814
2006-12-07,2.539,2.209,1.879
2006-12-08,2.534,2.216,1.898
2006-12-11,2.536,2.235,1.934
